basura_papel,basura_plastico,basura_resto,basura_organico,basura_cristal,edad,genero,estado_civil,hijos,tipo_vivienda,nivel_estudios,profesion,cant_aluminio,cant_plastico,cant_cristal,kg_papel,kg_organico
1,1,0,0,0,26,1,0,0,0,6,14,365,389,322,441.73,408.4
1,1,0,1,0,75,0,3,4,0,5,3,319,330,321,357.06,358.74
1,0,0,1,0,48,1,0,0,0,5,7,364,344,312,353.09,366.83
1,1,1,1,0,27,0,0,0,0,2,3,342,354,328,414.39,379.33
1,0,0,1,0,26,0,0,0,0,5,5,356,334,305,354.34,355.26
1,1,0,0,0,20,1,0,0,1,5,4,339,329,322,341.06,368.81
1,1,1,1,0,71,0,1,1,0,4,15,349,358,334,404.93,400.21
0,1,0,0,1,58,0,0,0,0,3,13,353,350,350,380.77,437.88
1,1,1,1,1,32,0,2,2,0,4,13,344,375,331,408.46,388.44
1,1,0,0,0,26,0,0,0,0,2,16,370,349,373,380.39,403.88
0,1,0,1,0,27,0,0,0,0,4,10,331,339,332,408.13,376.89
1,1,0,0,1,28,0,0,0,3,4,0,354,367,351,404.42,421.29
1,1,0,0,0,33,1,0,0,0,4,2,311,321,301,343.72,350.79
1,1,0,1,0,62,1,3,3,0,3,10,337,359,276,398.56,398.48
0,1,0,0,0,48,1,0,0,1,3,7,330,324,300,344.64,330.28
1,1,0,1,0,27,1,0,0,1,5,1,366,338,364,395.21,408.59
1,0,0,1,0,23,0,0,0,0,5,1,306,343,326,353.09,359.78
0,1,1,0,1,65,1,3,3,0,3,10,325,340,288,408.26,366.3
0,0,0,0,1,77,1,1,4,0,7,5,355,375,350,385.72,420.39
0,1,0,0,1,32,0,0,0,0,5,7,362,379,373,429.58,408.27
1,1,1,1,0,61,1,2,0,0,6,6,351,350,336,382.23,374.29
1,1,0,0,0,33,1,0,0,0,7,16,347,372,341,375.4,377.02
1,1,0,1,0,40,0,2,1,0,5,4,311,345,304,369.41,387.53
1,1,0,1,0,26,0,0,0,1,1,1,344,346,320,377.17,387.99
1,1,0,1,0,45,1,0,0,0,5,2,338,358,308,347.0,358.1
1,1,0,0,1,63,1,1,1,1,5,7,346,354,349,410.14,385.32
1,1,1,1,0,57,1,2,2,0,0,16,376,344,334,413.74,359.6
1,1,1,0,0,60,1,2,0,1,5,16,321,333,304,371.29,349.69
0,1,0,0,0,19,1,0,0,3,3,5,383,339,308,392.91,374.87
1,1,0,0,1,27,0,0,0,0,3,23,333,341,292,369.39,360.14
0,1,1,1,1,24,0,0,0,0,7,12,345,340,298,370.31,386.92
1,1,0,0,1,33,0,0,0,3,3,15,317,347,325,378.34,384.55
1,0,1,0,1,24,0,0,0,0,2,1,354,386,331,389.32,366.24
1,0,0,0,0,77,1,2,1,2,2,15,357,352,336,375.01,422.09
1,1,0,1,0,22,0,0,0,1,0,4,392,392,376,399.01,430.74
0,1,0,0,0,69,1,1,3,0,4,6,348,352,329,380.19,382.24
1,0,1,1,0,25,1,0,0,0,1,13,365,355,335,422.07,403.59
1,1,0,0,1,26,1,0,0,1,5,6,330,331,309,412.2,369.39
1,1,1,1,0,18,1,0,0,3,4,11,355,339,305,365.29,377.32
0,1,1,1,0,28,0,0,0,0,4,8,338,333,339,369.63,413.0
1,1,1,1,1,18,1,0,0,0,4,15,343,313,288,371.83,356.23
1,0,0,0,0,23,1,0,0,0,2,14,336,374,342,378.31,348.27
1,0,1,0,0,32,0,2,2,3,5,11,352,358,326,388.92,392.55
1,1,0,0,0,20,1,0,0,0,4,1,368,366,339,414.62,429.43
0,1,0,1,1,34,0,2,0,0,1,17,359,366,317,383.81,369.53
1,1,0,0,1,77,0,3,3,0,5,17,376,341,333,398.76,423.27
1,1,0,1,1,59,0,2,0,0,4,1,383,358,358,397.9,403.81
0,0,0,0,1,29,1,0,0,0,2,14,360,370,325,383.8,399.71
1,1,0,1,1,21,0,0,0,1,4,19,360,375,345,404.89,402.46
1,0,0,1,0,26,1,0,0,0,3,1,356,336,334,365.64,368.8
1,1,1,1,0,66,1,2,0,0,4,13,346,356,306,374.52,408.68
1,1,0,0,0,28,1,0,0,0,1,8,372,333,317,385.53,384.49
0,1,1,1,1,65,0,1,0,0,4,22,355,349,317,381.66,378.93
1,1,1,0,0,19,1,0,0,1,4,18,351,319,327,381.34,373.34
1,1,1,0,1,31,1,2,2,0,5,0,334,318,319,414.04,377.1
1,1,1,0,0,21,1,0,0,3,5,9,367,360,339,409.57,438.86
1,1,0,1,0,55,0,0,0,0,3,1,341,328,352,335.33,385.2
1,1,0,1,0,23,1,0,0,0,5,3,328,380,342,405.65,409.29
1,0,1,0,1,47,1,0,0,3,7,5,373,328,314,388.04,399.47
0,1,1,0,0,78,1,3,1,0,3,13,330,344,297,402.03,367.57
1,1,0,0,0,20,1,0,0,0,2,0,400,388,362,418.94,428.42
1,1,0,0,1,41,0,0,0,0,1,0,330,344,314,371.52,387.1
0,1,0,0,0,73,1,2,2,0,2,0,340,340,334,407.89,414.45
1,1,0,1,1,38,0,0,0,0,6,14,352,386,342,392.07,393.6
0,1,1,0,1,26,1,0,0,1,6,7,352,352,332,394.42,377.63
1,1,1,0,0,25,1,0,0,1,5,0,343,338,299,397.28,376.88
1,1,0,0,0,23,0,0,0,0,4,18,326,323,333,414.46,372.15
1,1,1,0,0,18,1,0,0,2,5,9,378,368,349,423.91,443.9
1,1,0,0,0,33,0,0,0,1,4,2,335,354,347,389.68,397.1
1,1,1,0,1,19,1,0,0,0,4,12,326,306,331,341.52,354.63
0,0,1,1,0,32,0,2,2,0,3,23,373,318,323,378.01,387.82
1,1,1,0,0,23,1,0,0,0,7,7,343,351,319,378.25,389.5
0,1,1,0,0,26,0,0,0,0,5,7,369,390,343,428.07,422.31
1,1,0,0,0,29,1,0,0,0,4,18,342,330,330,373.19,363.57
1,1,0,0,0,52,0,2,2,0,3,17,351,365,360,416.23,399.73
1,1,0,1,0,20,1,0,0,0,2,0,328,361,301,389.62,383.17
1,1,0,1,1,32,1,2,2,1,1,15,343,333,316,358.54,385.46
1,0,1,0,0,37,0,0,0,0,4,2,322,351,363,427.79,395.48
1,1,0,0,0,29,0,0,0,1,3,14,308,326,327,347.48,326.23
0,1,1,1,0,35,0,2,2,1,4,12,353,342,349,381.57,392.74
1,0,0,0,0,31,1,0,0,0,4,12,359,359,356,414.31,371.68
1,1,1,1,1,69,1,1,4,1,1,9,347,375,335,379.41,406.48
1,1,1,0,1,75,1,2,2,0,4,2,379,354,383,372.89,404.35
0,0,0,0,0,71,0,2,2,2,1,21,356,359,365,389.64,382.68
1,1,0,1,0,31,0,0,0,3,7,14,374,356,344,412.52,408.26
0,0,1,0,0,18,0,0,0,0,5,0,341,363,354,384.28,378.02
0,1,1,0,0,64,0,3,1,0,5,0,364,329,306,407.86,399.99
1,1,0,0,0,78,0,3,4,0,5,10,302,322,328,358.13,332.7
1,1,0,1,0,38,0,0,0,0,5,23,372,343,338,392.32,380.31
1,1,1,0,0,75,0,2,0,0,5,23,372,350,330,431.91,420.76
0,1,0,1,0,23,0,0,0,0,4,8,341,340,316,352.77,389.52
1,1,1,0,0,74,0,3,1,0,6,7,337,368,342,376.61,368.48
1,1,0,1,0,52,1,0,0,3,4,3,352,351,359,434.96,409.05
1,0,0,0,0,34,1,0,0,0,5,8,325,339,299,342.37,352.63
1,0,0,0,0,28,0,0,0,2,4,7,359,359,327,370.84,394.42
0,1,1,1,1,31,1,0,0,0,3,6,354,358,344,380.02,364.08
1,1,0,0,0,55,0,2,1,3,2,8,349,346,301,398.93,378.27
1,1,1,1,0,18,0,0,0,0,5,17,380,390,350,431.22,389.58
1,1,0,0,1,44,1,2,1,1,4,23,355,346,290,390.27,403.53
1,1,1,0,0,24,1,0,0,3,3,9,361,380,330,399.56,387.91
1,1,0,0,0,20,1,0,0,0,4,19,373,379,319,414.24,368.82
1,1,0,0,1,26,1,0,0,0,6,14,360,367,359,451.84,466.18
1,1,1,0,0,63,1,2,0,0,5,8,317,330,302,359.36,388.62
1,1,1,1,0,34,0,0,0,2,5,5,349,331,300,384.08,404.27
1,1,0,1,0,29,0,0,0,0,4,0,340,331,310,393.91,375.52
1,1,0,0,0,32,0,2,1,0,4,18,376,374,329,429.44,412.41
1,1,1,0,1,60,1,2,0,0,4,2,360,329,292,362.13,342.39
1,1,1,0,0,68,1,3,1,0,4,7,349,338,327,375.06,404.15
0,0,0,1,0,71,1,2,1,2,1,8,329,389,354,388.65,394.66
1,1,1,0,0,38,0,0,0,0,4,3,362,347,303,412.2,391.16
0,1,1,0,1,70,1,1,0,0,2,13,351,332,328,375.47,367.04
0,1,0,1,0,22,0,0,0,0,4,12,353,354,319,376.41,383.5
0,1,1,1,0,38,0,0,0,0,5,10,356,347,339,391.47,421.17
1,1,0,0,0,61,0,3,1,0,4,20,336,367,282,400.62,351.06
1,1,0,1,0,19,0,0,0,0,5,8,346,362,320,375.57,405.84
0,1,0,0,0,22,0,0,0,0,7,13,361,367,367,411.64,416.66
1,1,0,0,0,62,1,1,2,0,3,9,330,356,324,413.26,424.2
1,1,0,1,0,23,0,0,0,3,6,12,370,351,314,402.06,408.11
0,1,0,0,0,37,0,0,0,0,4,22,355,358,342,386.27,419.32
1,1,0,1,1,67,0,1,3,1,3,17,361,372,376,444.1,413.81
0,1,0,1,1,18,1,0,0,1,6,8,373,378,351,408.04,426.17
1,0,0,0,0,28,0,0,0,0,3,12,379,364,348,411.59,391.09
1,1,0,0,0,24,0,0,0,2,5,7,359,339,323,387.77,403.43
1,1,1,1,0,26,1,0,0,0,5,14,370,361,316,411.34,401.34
1,1,0,1,0,19,0,0,0,0,2,2,337,337,295,375.68,352.1
0,1,0,1,0,21,0,0,0,0,5,9,333,349,334,403.99,384.37
1,1,0,1,0,30,0,0,0,0,4,20,359,356,320,404.06,405.68
0,1,1,0,0,26,1,0,0,0,5,2,335,354,347,401.79,419.61
1,1,0,0,0,50,1,2,0,0,4,15,379,358,327,385.54,393.63
0,0,0,0,0,60,1,3,3,0,3,17,312,330,322,415.07,388.92
1,1,0,0,0,28,1,0,0,0,3,11,330,349,317,354.03,385.19
1,1,1,0,0,27,0,0,0,1,0,10,361,380,359,411.34,388.29
1,1,0,0,0,25,1,0,0,3,4,0,366,328,339,369.84,392.64
1,0,0,0,0,40,1,0,0,0,2,13,361,394,320,373.95,409.34
1,1,1,1,0,33,1,2,1,2,4,10,322,328,334,334.4,384.04
1,1,1,0,1,23,1,0,0,1,3,0,319,336,296,375.93,367.66
1,1,0,1,1,62,1,1,3,0,4,5,370,390,351,433.24,432.96
0,1,1,0,1,23,1,0,0,0,5,23,333,348,308,375.7,415.5
1,1,1,0,0,72,0,2,0,0,0,15,356,355,325,386.95,373.0
0,0,1,0,1,25,1,0,0,0,5,9,373,365,311,378.25,407.58
1,1,0,0,1,19,1,0,0,1,4,20,349,361,292,368.3,373.17
1,1,1,0,0,21,0,0,0,0,4,9,355,367,353,370.45,395.82
1,1,0,1,0,30,0,2,0,2,4,20,376,353,332,371.05,387.46
1,1,0,0,0,20,0,0,0,0,3,2,393,389,364,408.79,390.03
0,1,1,0,0,29,0,0,0,0,5,5,335,327,295,381.5,338.09
1,1,1,1,0,35,0,0,0,0,5,14,359,379,348,422.33,408.42
1,1,1,0,0,36,1,2,1,0,3,13,368,365,336,387.72,433.88
1,0,1,1,0,73,0,2,2,0,3,9,337,343,350,381.08,365.98
1,1,1,0,1,23,0,0,0,0,0,7,343,361,317,375.21,415.82
1,1,0,0,1,24,1,0,0,0,5,17,384,362,334,392.82,377.4
1,1,0,1,0,33,1,2,0,2,1,5,338,318,330,362.04,384.1
1,0,1,1,1,32,1,2,0,0,3,23,333,361,342,381.5,386.49
0,1,1,0,0,46,0,0,0,0,7,17,336,366,310,400.32,389.97
0,1,1,0,0,58,1,0,0,0,5,6,354,342,353,373.03,398.55
0,1,1,1,0,19,1,0,0,0,6,0,369,357,344,396.2,382.15
1,1,0,0,1,33,1,2,1,1,3,5,353,364,359,363.46,391.88
1,1,1,0,0,50,0,0,0,0,1,18,355,339,300,385.06,367.9
1,1,0,1,0,28,0,0,0,0,0,12,319,335,306,381.26,367.23
0,1,0,0,0,77,1,1,2,0,3,0,331,327,358,370.74,375.85
0,0,0,0,0,23,1,0,0,0,4,6,359,376,313,368.9,406.66
0,0,1,0,0,64,1,2,0,1,0,14,355,336,305,365.9,395.7
1,1,1,0,0,31,1,2,0,0,0,2,350,366,333,400.65,387.93
1,1,0,1,0,64,0,1,3,0,4,2,331,318,288,378.26,337.21
1,1,0,0,1,24,0,0,0,2,4,2,373,403,309,395.47,413.4
1,0,0,0,0,21,0,0,0,0,4,2,330,333,337,373.08,379.17
0,1,1,0,1,19,1,0,0,1,5,8,366,356,331,395.67,396.71
1,1,1,0,1,34,1,0,0,0,1,18,316,354,336,422.32,373.62
1,1,0,0,0,20,0,0,0,0,4,4,381,348,380,413.14,399.86
0,1,0,1,0,22,0,0,0,1,4,0,338,327,338,392.28,383.38
1,1,0,1,0,25,0,0,0,1,2,7,368,363,352,405.81,366.37
1,1,1,1,1,37,0,2,0,0,4,12,388,361,354,422.17,381.4
1,1,1,1,0,34,1,2,2,0,5,15,344,364,342,388.13,395.75
1,1,0,1,0,55,0,0,0,0,3,10,365,360,312,408.96,377.04
0,1,1,0,0,30,0,0,0,1,4,10,392,342,338,385.3,421.84
1,1,0,0,0,45,0,0,0,1,4,19,344,355,315,399.61,380.89
0,0,1,1,0,32,0,2,0,1,0,17,351,358,367,419.84,413.53
1,1,1,0,1,18,1,0,0,2,5,15,363,363,339,400.61,382.41
0,1,0,0,0,29,0,0,0,0,4,3,368,391,327,385.97,428.49
1,1,0,1,1,28,0,0,0,0,5,13,355,340,345,362.22,383.34
1,0,0,1,0,18,0,0,0,0,4,2,352,365,313,349.16,399.62
1,0,1,1,0,23,0,0,0,1,5,7,364,363,327,403.36,421.28
1,1,1,0,1,67,1,3,0,0,4,17,368,351,312,396.54,373.17
0,1,0,1,1,56,0,0,0,0,4,10,314,366,339,391.88,414.99
1,1,0,0,0,31,0,2,1,0,2,18,369,332,320,397.69,383.22
1,1,1,0,0,49,1,0,0,0,3,16,374,337,327,397.18,392.37
1,1,0,0,0,29,0,0,0,1,5,14,392,347,323,391.23,416.06
1,1,1,0,0,79,1,2,1,0,4,19,379,381,311,392.81,412.36
1,1,1,0,0,27,1,0,0,0,7,2,320,327,306,374.07,372.62
1,1,0,1,0,31,1,0,0,0,4,14,361,335,333,413.05,403.65
1,1,0,0,0,33,1,0,0,3,2,13,365,342,342,366.21,383.39
0,1,0,1,0,19,0,0,0,0,3,13,339,331,301,362.05,352.55
0,1,0,1,0,19,1,0,0,0,4,4,381,343,306,397.7,367.42
1,1,1,0,1,28,0,0,0,0,7,7,339,343,286,350.73,367.65
0,0,0,1,0,20,1,0,0,0,7,7,330,368,331,361.88,354.86
0,1,1,1,0,36,1,2,1,0,4,12,376,339,323,383.8,386.53
0,1,1,0,0,20,0,0,0,0,5,6,373,352,328,393.93,395.05
1,1,0,0,1,19,1,0,0,0,7,13,332,354,310,384.77,361.24
0,1,1,0,0,26,1,0,0,1,2,10,350,408,360,396.53,383.52
1,0,0,0,0,34,1,2,0,0,3,9,355,377,379,399.83,385.83
1,1,0,0,0,22,0,0,0,0,4,20,358,349,288,395.49,392.8
1,1,1,1,0,33,0,0,0,0,2,10,328,340,290,379.37,372.01
1,1,1,0,0,29,1,0,0,0,4,23,374,377,317,427.93,381.38
1,0,0,1,0,27,1,0,0,0,7,6,374,348,340,383.63,380.07
1,1,1,0,0,34,1,2,2,0,4,6,365,376,354,403.59,394.67
1,1,1,0,0,64,1,2,1,0,4,23,346,354,315,387.54,379.09
0,1,0,0,1,30,0,0,0,0,3,10,374,390,368,425.43,417.38
1,1,1,0,1,18,1,0,0,1,4,8,356,349,287,389.48,387.26
1,0,0,0,0,39,1,0,0,0,3,7,362,348,314,417.11,386.55
1,1,1,0,0,20,0,0,0,0,4,6,337,321,293,374.24,355.25
1,0,1,1,0,33,1,0,0,0,5,0,377,376,339,409.23,422.59
1,1,1,0,0,33,0,0,0,0,4,7,377,355,320,392.63,366.11
1,1,1,1,0,22,0,0,0,0,3,6,348,358,276,355.71,403.59
1,1,0,1,0,72,1,1,2,0,4,8,307,361,328,374.83,340.09
1,1,0,0,1,20,0,0,0,0,4,15,377,342,303,402.69,390.54
1,1,1,1,0,29,0,0,0,0,3,15,344,331,282,407.16,381.37
1,1,0,0,0,71,1,3,1,0,4,13,332,360,271,371.78,351.65
0,1,0,0,0,29,0,0,0,0,4,12,392,369,350,367.34,398.74
1,1,1,0,0,53,0,0,0,0,0,7,342,309,316,341.64,388.83
1,1,0,1,0,20,1,0,0,1,4,19,347,353,320,412.17,383.92
0,1,1,0,0,24,0,0,0,0,5,0,366,400,338,402.93,451.81
1,1,0,1,0,19,0,0,0,1,5,12,352,371,359,399.38,379.58
1,0,0,0,0,28,1,0,0,0,5,0,328,299,354,361.65,388.88
1,1,0,0,1,27,0,0,0,0,4,10,383,338,338,417.81,401.38
1,1,0,0,0,28,1,0,0,0,4,8,342,355,312,398.28,389.96
0,1,1,0,0,21,0,0,0,0,4,2,380,379,329,379.75,382.31
1,1,0,1,0,25,0,0,0,1,3,23,355,363,323,425.08,424.44
0,1,1,1,0,26,0,0,0,0,5,5,328,334,270,386.98,374.4
0,1,0,0,0,18,1,0,0,0,2,10,333,361,341,377.04,406.69
0,1,0,0,1,25,0,0,0,0,5,5,367,363,341,389.6,395.63
1,0,0,1,0,70,0,1,1,0,4,5,341,389,359,413.77,415.01
1,1,1,0,0,42,1,2,0,1,2,5,340,318,314,382.26,371.88
1,1,0,0,0,20,1,0,0,1,5,6,360,349,323,399.1,399.07
1,1,1,0,1,23,1,0,0,0,4,13,373,380,332,384.98,407.78
1,1,0,1,1,20,0,0,0,0,2,8,353,356,342,402.89,392.36
1,1,0,0,1,21,1,0,0,3,6,7,361,322,286,378.89,367.22
0,1,1,1,1,27,1,0,0,0,5,7,331,375,330,373.88,406.5
1,1,1,0,0,23,1,0,0,3,3,14,330,347,352,378.45,358.71
0,1,0,1,0,21,1,0,0,0,5,13,358,365,354,372.85,417.11
1,1,0,0,1,22,0,0,0,1,5,1,329,363,317,382.16,357.49
1,1,0,0,0,20,0,0,0,0,4,10,366,343,330,405.28,379.12
1,1,0,1,0,22,0,0,0,0,3,4,389,361,344,377.81,412.36
1,0,0,0,0,18,1,0,0,0,3,13,332,342,295,369.62,377.68
1,1,1,0,1,29,1,0,0,0,5,16,341,351,325,353.93,387.73
0,0,0,0,0,31,0,2,1,0,2,5,364,371,336,407.73,394.48
1,1,1,0,1,22,0,0,0,1,4,6,370,350,362,363.12,341.18
0,1,1,0,1,52,0,0,0,0,4,19,352,335,284,390.4,364.19
0,1,0,1,0,69,0,1,2,0,5,11,347,366,312,383.87,419.5
1,1,1,0,0,20,0,0,0,0,5,15,352,362,324,417.1,382.17
1,1,0,0,0,40,1,0,0,0,2,15,348,364,336,404.52,410.33
1,1,1,0,0,29,1,0,0,0,5,9,339,333,292,374.92,373.17
1,1,0,0,1,23,1,0,0,2,4,5,368,333,332,408.06,383.3
1,1,1,0,0,20,0,0,0,0,4,15,374,345,322,395.35,372.19
1,0,1,1,0,72,0,3,4,3,4,3,347,383,337,414.41,366.45
1,1,0,1,0,31,0,0,0,0,4,1,392,374,347,380.58,381.38
0,0,0,1,1,21,0,0,0,2,0,3,364,359,366,441.17,406.87
0,0,0,0,0,43,1,2,0,0,4,19,369,353,304,400.44,390.0
1,1,0,0,1,54,0,0,0,0,5,0,321,363,288,334.96,370.9
1,1,1,1,0,73,1,1,4,0,0,7,360,341,329,404.34,415.06
1,1,1,0,1,30,1,2,0,0,0,16,334,363,379,419.51,429.47
1,1,0,1,0,74,0,2,2,1,3,18,368,365,297,385.15,396.93
1,1,0,0,0,55,0,0,0,0,5,17,366,375,324,398.54,388.46
1,1,0,0,0,26,1,0,0,0,5,8,373,353,360,397.16,382.74
0,0,0,1,0,43,0,0,0,2,5,12,370,394,331,404.29,404.81
1,0,0,0,1,31,0,2,1,0,6,10,345,379,349,410.25,424.6
1,1,0,1,0,23,1,0,0,0,1,16,351,326,315,377.3,388.45
1,1,0,1,0,72,0,1,2,0,0,18,340,368,330,414.45,373.55
1,0,0,0,0,28,0,0,0,0,3,1,360,360,339,398.36,370.62
0,1,0,1,1,21,1,0,0,0,2,17,326,323,325,393.25,379.76
1,0,0,0,1,75,1,3,3,0,7,5,359,350,285,399.91,392.85
1,1,0,1,0,27,0,0,0,0,3,0,368,371,349,403.47,363.48
1,1,1,0,1,60,1,2,1,0,4,12,304,343,267,352.85,335.47
0,1,1,0,1,29,0,0,0,0,0,9,395,387,350,398.97,406.17
1,1,1,1,1,25,0,0,0,1,4,14,354,359,360,395.21,400.15
1,1,0,1,0,36,0,0,0,0,4,0,395,386,332,368.72,445.46
1,1,0,0,0,62,0,3,0,0,4,9,362,342,289,395.62,349.02
1,0,1,1,0,33,1,0,0,0,5,5,338,331,346,355.0,358.36
1,1,0,1,0,33,0,0,0,0,0,18,338,350,333,375.97,424.9
1,1,0,1,0,31,0,0,0,0,4,19,336,345,283,366.42,394.73
1,1,0,0,0,19,0,0,0,1,4,3,384,386,349,448.39,423.59
1,1,1,0,0,28,1,0,0,0,6,11,346,360,341,380.48,396.9
1,1,0,0,0,22,0,0,0,0,4,15,314,348,322,400.45,358.08
1,0,0,1,0,23,1,0,0,0,5,11,335,367,303,399.14,365.94
1,1,0,1,0,65,1,2,1,0,4,22,360,335,326,386.16,378.26
0,1,1,1,1,26,1,0,0,0,1,11,366,368,308,412.46,417.67
1,0,0,0,0,31,1,0,0,0,4,22,369,330,335,436.62,417.77
0,1,0,0,0,51,1,0,0,1,5,14,357,371,336,393.1,383.36
1,1,0,0,0,23,1,0,0,0,2,0,372,364,313,449.99,408.43
1,1,0,0,1,63,0,2,0,0,5,5,343,354,333,375.81,393.98
1,1,1,0,0,33,1,2,2,0,4,9,349,340,329,358.29,392.9
0,1,0,0,0,39,0,2,2,1,5,0,363,356,289,382.1,375.51
0,0,0,0,0,19,1,0,0,0,4,17,342,356,362,414.08,446.26
1,0,1,1,1,34,0,0,0,0,3,10,396,369,358,401.1,406.26
0,1,1,1,1,56,1,0,0,0,4,20,358,327,314,383.41,383.73
1,1,1,1,1,28,0,0,0,0,6,6,309,307,318,385.59,317.14
1,0,1,1,0,25,1,0,0,0,7,11,365,364,367,383.82,366.81
1,1,0,0,1,32,1,0,0,0,1,11,360,342,336,389.9,411.8
1,0,1,0,0,20,1,0,0,0,5,16,324,367,314,411.06,399.36
1,1,0,1,0,29,1,0,0,0,4,1,329,340,353,428.52,394.96
0,0,0,0,0,21,1,0,0,1,4,17,357,349,370,379.64,394.84
1,0,0,1,0,31,0,2,1,1,5,12,348,324,340,393.05,365.5
1,0,0,0,0,50,1,2,0,1,2,13,343,350,317,368.72,346.13
1,1,0,1,0,38,0,2,0,1,5,6,330,331,287,366.86,360.71
1,1,0,1,0,29,1,0,0,0,5,5,364,336,340,372.56,357.06
1,1,1,0,0,40,1,0,0,0,5,17,334,365,348,391.25,397.7
1,1,1,1,0,26,1,0,0,3,5,6,334,323,312,372.71,369.17
1,0,0,0,0,42,1,2,0,0,1,23,389,364,328,367.75,405.76
1,1,0,0,0,28,0,0,0,0,2,23,311,334,313,400.56,384.37
1,0,1,1,0,58,1,2,2,0,4,10,356,365,316,400.07,426.26
1,0,0,0,1,59,1,0,0,0,6,9,377,371,349,400.05,374.9
1,1,0,0,0,28,0,0,0,3,5,1,370,376,335,417.49,426.92
1,1,0,1,0,29,0,0,0,1,1,3,359,377,342,398.38,413.33
1,1,0,0,1,22,1,0,0,0,3,15,382,364,360,373.6,417.94
0,1,0,0,0,78,0,1,1,3,0,9,312,316,316,353.47,367.32
0,1,1,1,0,26,0,0,0,0,5,11,385,334,320,363.67,378.25
0,1,0,1,1,25,1,0,0,0,4,10,348,314,356,359.9,370.41
1,1,0,1,0,27,0,0,0,0,5,14,345,345,344,388.75,395.15
1,0,0,1,1,28,1,0,0,1,5,5,351,373,360,405.23,412.45
1,1,0,1,1,22,0,0,0,0,1,8,332,310,302,350.48,391.84
1,0,0,0,0,23,0,0,0,3,3,2,320,329,323,346.08,346.16
1,0,0,1,0,26,0,0,0,0,5,6,362,361,316,370.46,372.62
1,1,1,0,0,56,1,0,0,1,3,2,381,371,346,417.02,357.78
1,0,0,0,0,27,0,0,0,0,7,4,352,340,335,405.47,391.87
0,1,0,0,0,26,0,0,0,0,3,12,350,349,327,403.73,361.49
0,1,0,0,0,18,0,0,0,0,4,11,344,343,359,405.56,374.82
1,0,0,0,0,23,1,0,0,0,4,10,325,350,340,424.08,387.2
1,1,1,0,0,20,0,0,0,1,4,11,368,338,347,402.95,419.22
0,1,1,1,0,26,0,0,0,0,2,0,350,365,368,398.39,430.58
1,1,0,0,0,43,0,0,0,0,5,6,365,326,331,411.22,403.17
1,1,0,1,0,21,1,0,0,0,1,14,344,340,313,377.97,385.17
1,1,1,0,0,20,0,0,0,0,4,12,339,350,316,408.88,391.73
1,1,1,1,0,48,1,2,0,0,4,22,341,348,282,383.33,380.58
1,1,0,0,0,31,1,0,0,3,3,10,341,347,329,423.31,383.28
0,1,0,0,0,21,0,0,0,0,3,17,343,346,335,408.55,372.52
1,1,0,0,0,63,0,2,2,0,5,17,362,331,333,356.42,384.32
0,1,0,0,0,33,1,0,0,0,6,1,331,326,321,369.04,370.07
1,1,0,1,0,33,1,2,0,1,4,1,355,358,352,418.38,385.74
0,1,1,0,1,33,1,0,0,0,5,16,367,363,328,374.68,371.01
1,1,1,0,0,24,0,0,0,0,3,11,372,379,392,422.13,398.55
1,1,1,0,1,18,0,0,0,0,0,9,364,358,330,390.06,427.44
0,1,1,0,0,29,0,0,0,0,5,18,341,341,337,438.54,394.79
0,1,0,0,0,29,1,0,0,1,5,2,335,349,331,422.69,406.27
0,1,0,1,1,76,1,2,0,0,4,5,382,380,329,427.02,420.35
1,0,0,1,0,31,1,2,0,0,5,4,340,362,285,392.5,388.48
0,1,1,1,1,30,1,0,0,0,1,12,344,344,330,372.91,353.66
1,0,0,0,0,32,1,2,1,1,1,12,361,371,321,406.44,407.93
1,1,0,1,0,32,1,0,0,0,3,14,346,365,332,430.87,411.99
1,1,0,0,0,30,0,2,2,0,1,17,330,332,314,375.45,399.36
1,1,1,0,0,73,0,2,1,0,3,15,356,355,324,397.44,404.88
1,0,0,0,1,37,0,2,1,1,4,0,370,387,310,383.85,401.93
1,1,0,0,0,28,1,0,0,0,4,17,365,334,314,431.81,367.38
1,1,1,0,0,24,0,0,0,0,5,7,348,349,320,375.89,399.58
1,1,1,0,0,30,0,0,0,1,3,13,351,368,309,403.2,411.1
1,1,0,0,0,28,1,0,0,0,0,23,348,369,324,416.25,395.2
1,1,0,0,0,34,0,0,0,0,5,8,353,354,314,402.27,389.3
0,0,1,1,0,34,0,0,0,0,4,7,358,345,335,410.03,403.72
1,1,0,0,1,23,1,0,0,0,5,18,351,367,321,373.82,340.85
1,1,1,0,1,60,1,2,2,0,4,1,332,329,339,349.45,383.18
0,1,1,1,0,32,1,2,0,0,3,13,357,333,337,362.93,384.48
1,1,1,0,1,22,0,0,0,0,4,14,340,348,323,387.03,375.96
0,0,1,1,1,50,0,2,0,0,6,5,364,339,298,363.62,396.03
1,1,0,0,0,18,0,0,0,0,3,7,336,330,325,399.34,356.27
1,1,0,1,0,33,1,2,0,3,4,20,329,343,299,358.05,371.82
1,1,0,1,0,22,1,0,0,0,4,5,361,365,295,387.88,338.97
1,0,1,1,0,46,1,0,0,0,5,5,348,344,302,359.2,359.22
1,1,1,0,0,34,0,0,0,0,3,15,355,347,315,387.57,360.55
