id_usuario,cant_aluminio,cant_plastico,cant_cristal,kg_papel,kg_organico
1783,336,355,343,390.77,434.21
1784,350,329,301,380.02,378.9
1785,342,337,330,408.58,350.84
1786,349,352,321,408.89,435.42
1787,391,355,324,425.58,372.8
1788,353,347,328,357.58,382.02
1789,334,352,311,408.4,381.3
1790,339,340,329,401.3,376.51
1791,335,347,288,361.79,399.40999999999997
1792,369,360,307,362.49,356.98
1793,349,313,359,406.58,392.24
1794,346,327,352,398.03,375.71
1795,363,359,335,388.42,395.91
1796,353,316,320,385.68,377.83
1797,331,331,326,373.2,359.09
1798,352,355,355,403.55,425.2
1799,327,328,350,332.71,374.2
1800,379,351,348,401.36,401.89
1801,348,346,323,414.44,346.63
1802,389,356,323,399.76,393.77
1803,349,334,298,389.1,359.48
1804,309,331,332,342.96,361.53
1805,362,360,339,385.99,411.18
1806,344,376,350,387.65,417.84000000000003
1807,356,340,314,374.26,352.24
1808,361,377,360,404.07,403.55
1809,380,380,335,416.23,414.73
1810,364,388,369,441.18,413.44
1811,313,326,330,361.68,345.39
1812,340,365,341,376.6,370.58
1813,337,348,322,368.96,402.9
1814,361,378,375,404.57,417.34
1815,335,348,279,375.46,386.82
1816,367,360,350,392.9,428.32
1817,364,379,346,442.7,423.39
1818,350,340,286,379.12,348.49
1819,335,327,307,413.56,417.27
1820,299,345,310,360.38,406.37
1821,341,343,266,348.42,338.04
1822,335,321,277,349.14,383.15
1823,350,354,324,396.4,391.19
1824,348,324,291,370.15,346.95
1825,386,372,320,412.37,424.09
1826,346,337,320,388.87,386.9
1827,376,327,330,399.54,392.69
1828,337,364,360,410.15,355.41
1829,374,388,332,413.48,414.75
1830,334,334,296,373.68,369.67
1831,370,362,377,407.86,378.24
1832,355,368,300,410.67,395.32
1833,330,354,355,412.38,377.63
1834,352,317,307,367.75,363.7
1835,340,325,283,372.84,358.25
1836,315,342,302,349.93,379.75
1837,380,348,362,408.12,412.7
1838,344,361,344,415.59,403.66
1839,321,352,304,351.88,347.91
1840,368,342,351,387.95,370.38
1841,333,362,308,378.11,396.24
1842,356,344,347,387.74,376.97
1843,341,349,335,357.48,387.32
1844,326,335,299,402.69,359.78000000000003
1845,349,340,341,401.17,376.82
1846,355,371,336,365.17,381.87
1847,360,373,343,413.67,376.98
1848,327,350,327,392.79,393.73
1849,356,350,325,406.98,354.81
1850,373,389,378,421.59,407.89
1851,341,373,315,384.32,398.26
1852,369,352,330,419.95,394.02
1853,417,383,337,441.78,396.62
1854,355,370,355,411.6,413.63
1855,375,373,325,414.29,399.49
1856,341,329,323,403.01,366.77
1857,370,361,354,401.19,395.2
1858,370,369,325,385.13,373.16
1859,362,360,341,412.61,422.3
1860,373,389,341,388.34,430.9
1861,358,351,329,404.69,402.4
1862,340,312,298,361.76,375.46999999999997
1863,330,297,303,377.89,388.25
1864,351,385,324,379.57,379.36
1865,359,327,333,379.87,403.48
1866,332,319,305,402.54,404.59
1867,333,349,297,408.55,381.54
1868,366,360,327,419.47,442.77
1869,382,367,326,367.06,403.42
1870,364,346,298,402.18,403.0
1871,368,367,358,429.96,438.88
1872,329,361,328,354.19,408.18
1873,358,359,327,405.22,391.53
1874,375,367,323,406.48,401.16
1875,332,336,338,377.73,403.0
1876,368,331,318,389.1,354.56
1877,339,359,329,405.54,358.47
1878,332,328,320,402.08,363.64
1879,380,314,315,347.71,356.51
1880,350,342,306,406.69,404.96999999999997
1881,355,370,329,399.63,389.85
1882,354,347,319,391.59,385.79
1883,383,352,312,399.28,434.71
1884,359,384,333,384.24,391.86
1885,345,345,319,363.38,375.41
1886,363,328,334,389.38,400.07
1887,361,380,321,406.53,382.99
1888,391,406,341,392.4,400.49
1889,339,354,329,367.73,400.4
1890,336,366,350,416.43,376.44
1891,352,377,358,417.99,378.95
1892,327,339,308,403.71,385.96999999999997
1893,344,336,323,366.04,383.24
1894,316,350,311,375.85,405.59
1895,333,347,310,379.74,361.9
1896,379,380,351,356.89,386.72
1897,359,349,326,403.15,372.83
1898,348,350,313,382.44,368.6
1899,332,341,321,375.13,366.32
1900,356,355,344,383.52,406.15
1901,319,325,289,336.46,369.23
1902,315,319,292,362.74,367.25
1903,337,353,350,383.68,420.18
1904,372,370,337,391.35,398.39
1905,340,344,336,393.85,379.35
1906,385,344,346,377.91,411.68
1907,326,359,282,366.68,364.55
1908,392,374,310,413.51,400.58
1909,327,327,327,344.26,382.1
1910,321,338,301,340.75,380.34
1911,330,349,318,373.84,357.28
1912,309,330,307,365.35,362.08
1913,342,347,311,416.18,428.96
1914,324,326,330,374.38,401.69
1915,362,352,330,385.62,396.38
1916,366,352,340,419.01,420.89
1917,344,335,344,343.29,377.71999999999997
1918,352,363,336,395.02,400.79
1919,367,357,305,426.0,416.76
1920,346,337,333,372.13,392.44
1921,364,340,338,378.12,403.21
1922,326,319,296,394.45,327.75
1923,329,340,285,358.38,380.95
1924,360,339,299,392.02,409.16
1925,386,351,328,389.42,424.7
1926,361,369,324,414.83,407.87
1927,330,357,332,379.09,399.55
1928,342,338,337,404.82,380.79
1929,336,310,293,351.86,343.57
1930,364,377,359,370.25,417.35
1931,349,314,337,363.73,386.53000000000003
1932,336,337,336,426.75,379.81
1933,342,362,326,395.71,420.89
1934,336,366,354,422.64,406.75
1935,354,325,317,355.39,390.83
1936,357,360,348,392.55,389.34
1937,337,372,342,406.48,389.53
1938,346,347,307,393.87,387.05
1939,356,345,357,413.32,383.18
1940,377,378,317,443.36,389.04
1941,336,351,278,358.7,364.72
1942,345,335,313,419.07,363.28
1943,337,307,289,366.66,379.2
1944,347,362,342,411.12,367.88
1945,349,353,315,373.3,382.51
1946,375,366,352,415.87,414.81
1947,372,357,323,394.63,391.94
1948,328,357,360,419.73,406.94
1949,350,359,332,425.87,388.31
1950,361,352,323,377.75,419.86
1951,380,360,333,425.79,426.24
1952,356,348,346,417.64,382.01
1953,334,351,346,400.88,370.6
1954,368,359,303,383.28,397.53
1955,348,315,390,397.81,376.9
1956,329,327,311,387.15,340.68
1957,341,312,310,419.18,406.17
1958,338,376,309,375.19,371.11
1959,358,362,307,357.74,382.34
1960,362,364,322,389.44,394.41
1961,336,352,328,403.68,416.56
1962,333,320,299,373.34,379.27
1963,299,350,315,379.07,358.49
1964,354,353,346,420.71,390.12
1965,350,367,330,367.39,349.34
1966,392,391,368,421.63,443.37
1967,358,348,309,379.45,369.41
1968,367,372,317,417.78000000000003,387.74
1969,364,347,364,392.09,422.27
1970,339,312,327,376.0,397.15
1971,336,353,312,381.55,398.74
1972,345,379,301,391.34,393.26
1973,395,385,318,381.08,393.28000000000003
1974,346,392,314,388.02,414.16
1975,361,359,366,410.95,415.29
1976,369,373,325,418.01,414.72
1977,335,326,276,352.53,380.21
1978,335,332,348,362.76,373.71
1979,351,386,354,431.96,395.75
1980,371,383,358,418.76,405.51
1981,377,366,359,389.29,381.62
1982,377,386,382,431.88,403.04
1983,361,343,311,385.62,357.14
1984,337,337,311,383.57,391.49
1985,346,335,335,407.85,427.22
1986,320,320,321,409.41,378.73
1987,353,328,314,383.48,369.96
1988,350,350,336,368.14,355.19
1989,344,363,329,372.83,371.15
1990,343,363,308,403.28000000000003,385.23
1991,372,359,338,429.34,393.51
1992,343,351,304,384.69,357.59
1993,356,355,307,391.49,406.66
1994,342,354,294,401.33,420.2
1995,382,348,328,435.85,431.07
1996,383,369,389,406.07,400.01
1997,348,387,348,389.63,391.3
1998,325,322,287,376.03000000000003,369.51
1999,340,330,321,373.09999999999997,396.12
2000,374,374,383,445.31,404.21
2001,337,331,351,361.5,367.96
2002,343,366,310,362.51,398.25
2003,313,312,292,352.81,359.0
2004,354,346,348,371.93,377.9
2005,373,355,346,396.06,363.95
2006,345,365,345,404.12,409.55
2007,339,314,306,389.52,357.67
2008,345,345,333,395.18,368.84
2009,344,335,333,418.14,428.07
2010,373,356,373,392.76,422.88
2011,334,316,299,357.05,359.46
2012,312,346,302,347.22,351.39
2013,352,357,343,377.97,367.01
2014,340,334,303,353.96,328.96
2015,377,377,397,400.46,412.09
2016,327,370,354,381.23,344.54
2017,320,346,312,350.01,350.57
2018,359,368,345,366.12,403.78000000000003
2019,347,355,348,354.01,375.73
2020,350,373,321,384.75,406.64
2021,341,360,359,387.83,373.52
2022,373,397,356,401.21,416.53
2023,355,343,329,389.21,395.2
2024,381,368,316,385.68,383.2
2025,379,364,333,398.8,422.94
2026,344,336,318,379.78,356.78000000000003
2027,332,365,293,396.41,412.89
2028,366,367,315,400.76,395.3
2029,352,348,308,407.13,404.32
2030,380,363,323,415.9,398.41
2031,387,368,338,409.0,397.68
2032,394,358,329,400.48,402.22
2033,368,331,316,390.7,394.49
2034,359,351,270,411.76,394.31
2035,340,342,316,392.93,386.18
2036,330,329,306,381.56,382.05
2037,311,363,355,414.12,345.31
2038,364,354,354,379.68,389.1
2039,323,304,311,339.18,347.71
2040,373,356,328,417.49,404.64
2041,350,374,355,375.43,401.11
2042,318,324,289,371.73,388.57
2043,363,339,338,421.42,363.74
2044,341,334,329,407.1,377.8
2045,372,345,306,398.32,400.81
2046,337,365,308,400.78,426.53
2047,330,332,308,369.89,361.63
2048,348,377,368,368.27,432.63
2049,382,375,319,403.98,405.81
2050,363,369,360,423.62,421.2
2051,364,350,351,414.5,385.48
2052,363,355,314,349.86,390.15
2053,343,350,319,399.31,385.21999999999997
2054,365,321,349,364.2,366.07
2055,369,355,345,352.94,434.8
2056,341,356,332,394.63,405.4
2057,304,304,258,377.01,352.62
2058,336,332,292,376.34,341.73
2059,355,362,353,426.27,403.84
2060,359,355,287,390.14,385.31
2061,306,339,315,336.43,352.57
2062,336,360,320,413.31,383.64
2063,352,337,321,359.8,366.33
2064,359,367,353,372.45,397.56
2065,333,327,356,374.32,357.74
2066,353,360,329,367.07,407.44
2067,361,367,339,392.9,388.32
2068,354,354,349,384.66,405.98
2069,338,343,302,405.23,373.92
2070,371,356,347,401.92,421.44
2071,366,353,309,404.88,421.58
2072,322,322,292,362.25,376.22
2073,362,373,412,404.21,371.16
2074,364,353,323,399.32,408.21
2075,329,361,383,429.91,398.82
2076,355,356,320,421.31,383.31
2077,368,354,315,376.09000000000003,378.67
2078,363,336,302,407.46,372.4
2079,338,385,329,387.86,376.9
2080,349,341,295,349.18,333.66
2081,359,377,314,392.88,366.5
2082,358,364,381,370.58,371.86
2083,350,351,326,420.87,359.59
2084,379,379,347,427.0,382.39
2085,384,376,343,419.37,426.18
2086,371,364,340,389.74,397.96999999999997
2087,350,380,320,416.64,403.56
2088,306,351,342,398.06,389.33
2089,341,356,327,371.46999999999997,419.41
2090,378,348,296,402.02,384.69
2091,348,313,283,356.95,386.51
2092,308,323,339,366.63,347.78
2093,383,346,360,378.98,393.53
2094,385,354,324,396.54,389.08
2095,320,336,291,349.14,364.92
2096,356,380,343,415.33,432.34
2097,339,339,295,398.44,355.78
2098,347,377,337,435.71,405.03
2099,320,352,351,351.25,374.1
2100,352,385,348,397.14,386.05
2101,353,369,304,423.02,410.61
2102,347,375,335,429.92,427.26
2103,338,360,287,405.9,393.69
2104,320,355,331,385.02,408.04
2105,358,349,323,423.15,421.74
2106,366,350,349,399.94,412.09
2107,354,336,334,407.94,369.91
2108,371,355,365,431.17,395.93
2109,376,350,333,425.52,415.75
2110,345,373,281,409.2,400.8
2111,347,351,327,417.06,359.19
2112,296,368,296,346.86,344.02
2113,358,367,356,405.58,410.69
2114,371,365,324,413.45,383.12
2115,340,327,340,356.75,380.15
2116,323,334,328,397.6,398.59
2117,341,362,313,368.61,398.89
2118,391,367,353,437.12,408.74
2119,337,329,287,416.21,362.84
2120,349,388,394,438.7,426.43
2121,328,356,315,380.33,378.67
2122,370,351,379,425.53,407.01
2123,347,349,326,414.17,382.14
2124,371,350,320,362.7,413.46999999999997
2125,373,363,312,384.42,388.5
2126,309,352,297,371.65,342.87
2127,391,373,357,410.69,374.39
2128,335,332,326,394.06,391.6
2129,345,330,292,358.33,335.78
2130,372,344,358,344.59,364.71
2131,331,349,279,386.02,382.59
2132,347,357,383,413.24,431.71999999999997
2133,336,343,289,371.81,379.89
2134,358,352,361,418.71,395.64
2135,334,336,342,360.12,363.87
2136,335,368,328,426.2,389.59
2137,334,335,333,368.87,380.04
2138,333,327,369,386.95,354.79
2139,378,347,328,413.53,383.12
2140,357,359,266,402.1,390.63
2141,350,341,360,369.22,386.02
2142,356,369,322,376.43,384.90999999999997
2143,329,322,325,379.38,353.24
2144,357,378,320,403.49,385.06
2145,374,362,325,412.71999999999997,413.22
2146,347,339,297,355.26,364.17
2147,352,368,387,395.81,403.12
2148,343,345,301,375.29,414.14
2149,392,363,320,407.5,426.13
2150,339,341,329,375.79,380.28
2151,372,380,333,394.3,408.67
2152,408,407,400,428.89,445.25
2153,383,375,364,404.03,420.99
2154,370,328,325,392.8,346.27
2155,356,369,347,373.48,416.41
2156,360,339,329,383.08,381.78
2157,391,362,357,424.91,414.73
2158,364,369,354,411.36,408.74
2159,312,329,323,367.62,341.85
2160,353,389,346,417.73,361.12
2161,383,403,351,431.03,384.32
2162,349,341,309,361.72,365.82
2163,396,365,348,395.45,431.32
2164,341,370,341,387.38,401.24
2165,361,343,392,406.98,392.94
2166,356,371,370,404.97,411.67
2167,348,333,322,351.27,373.54
2168,348,341,320,376.45,381.9
2169,352,357,321,389.56,355.89
2170,364,360,321,390.35,386.2
2171,357,334,290,379.71,399.79
2172,375,376,344,404.88,408.77
2173,351,353,349,474.81,358.46
2174,389,376,361,417.43,421.01
2175,366,395,371,407.77,432.41
2176,349,331,320,385.7,364.98
2177,348,367,327,428.27,382.02
2178,359,367,369,398.48,400.98
2179,353,334,377,384.26,390.28
2180,373,375,372,417.2,431.88
2181,329,351,298,401.86,396.01
2182,330,332,350,391.28,406.83
2183,328,348,336,395.71,425.31
2184,322,365,345,373.17,366.73
2185,314,291,323,310.64,355.73
2186,337,361,349,345.04,371.23
2187,335,363,312,401.27,409.27
2188,376,370,330,395.82,399.0
2189,343,347,324,372.54,398.77
2190,348,343,324,391.44,398.46
2191,358,313,330,370.63,380.06
2192,325,330,296,354.57,366.25
2193,341,329,346,380.7,422.19
2194,350,361,332,381.18,396.86
2195,363,385,362,393.3,421.64
2196,375,332,342,417.71,412.23
2197,358,343,331,376.14,373.16
2198,353,354,333,371.01,372.15
2199,329,340,295,358.31,388.18
2200,347,352,326,397.61,382.82
2201,326,335,322,349.2,386.06
2202,354,339,297,380.08,378.73
2203,344,373,318,374.24,363.94
2204,324,323,302,349.58,366.88
2205,319,326,340,370.13,368.37
2206,345,365,317,398.91,394.08
2207,378,358,320,397.61,398.28
2208,328,329,341,413.29,370.2
2209,369,356,337,409.22,383.63
2210,370,358,329,403.57,417.85
2211,347,363,324,394.2,408.96
2212,323,326,296,353.86,345.03000000000003
2213,385,389,345,436.1,405.21
2214,370,354,326,387.5,394.14
2215,326,359,311,361.03000000000003,375.59
2216,354,372,314,377.0,363.28
2217,391,337,363,411.46,386.34
2218,357,344,334,438.15,388.24
2219,361,396,347,390.3,386.45
2220,356,320,324,386.96,387.18
2221,355,336,343,389.06,388.71
2222,346,357,346,382.52,410.04
2223,325,341,311,340.92,335.59
2224,356,353,332,400.4,389.52
2225,373,360,377,408.67,418.11
2226,350,334,312,395.35,397.23
2227,360,349,362,366.78000000000003,388.03
2228,353,332,299,422.48,403.21
2229,325,369,318,374.82,379.06
2230,331,314,319,375.72,354.27
2231,344,358,308,407.27,369.22
2232,346,340,315,379.21,413.03
2233,362,349,322,391.97,354.09
2234,375,377,337,391.42,403.26
2235,383,365,351,412.32,383.57
2236,355,337,336,416.78,387.67
2237,319,321,345,396.65,416.91
2238,316,360,312,396.42,412.07
2239,345,343,319,383.41,404.33
2240,370,369,356,393.58,407.91
2241,337,367,347,391.0,426.58
2242,370,366,361,407.28000000000003,427.52
2243,352,360,313,388.9,403.11
2244,350,355,327,409.4,401.02
2245,351,349,317,375.8,360.07
2246,336,342,314,411.21,370.5
2247,369,352,336,400.4,391.61
2248,349,315,308,361.8,334.29
2249,372,359,324,443.91,408.14
2250,346,352,274,383.26,384.36
2251,319,326,317,403.46,373.28
2252,371,359,359,419.3,417.59
2253,347,354,330,417.9,392.54
2254,346,322,316,371.45,393.31
2255,331,349,320,414.73,382.19
2256,326,385,329,347.1,352.3
2257,332,326,323,367.31,371.23
2258,345,334,341,375.18,345.87
2259,363,347,320,427.49,381.29
2260,374,384,374,436.95,390.48
2261,364,394,359,394.49,393.36
2262,369,375,353,404.96,416.8
2263,338,334,287,369.34,373.78000000000003
2264,374,360,315,390.78,393.83
2265,340,325,322,399.84,363.35
2266,361,348,332,382.72,393.1
2267,307,325,308,373.74,398.6
2268,353,346,349,398.63,390.46999999999997
2269,340,349,320,376.48,374.47
2270,362,357,331,364.04,384.68
2271,343,354,294,360.01,382.38
2272,372,387,331,416.79,378.07
2273,384,365,318,405.65,412.11
2274,342,346,326,359.08,356.09
2275,351,375,295,447.71,424.38
2276,350,346,314,414.54,388.63
2277,362,341,299,416.14,388.95
2278,349,356,313,397.25,384.99
2279,338,329,306,356.3,394.24
2280,346,322,314,320.45,379.89
2281,374,363,324,400.98,402.05
2282,338,318,281,373.75,363.48
2283,358,355,310,362.43,368.76
2284,344,347,337,341.5,379.81
2285,348,363,349,405.11,384.92
2286,388,365,344,353.31,380.27
2287,357,323,302,358.88,398.69
2288,343,342,350,392.91,368.35
2289,337,364,332,399.16,386.26
2290,352,345,339,412.9,404.78000000000003
2291,371,356,335,411.53,371.09
2292,383,373,355,400.31,410.72
2293,347,367,333,410.5,412.53
2294,331,327,333,351.67,371.83
2295,351,370,358,402.29,443.96999999999997
2296,347,373,356,413.92,371.98
2297,318,337,310,392.94,351.24
2298,337,347,337,383.11,395.35
2299,329,339,307,385.08,359.48
2300,378,332,319,370.88,368.24
2301,331,352,322,374.54,359.77
2302,360,357,331,436.23,407.41
2303,329,372,324,431.45,393.49
2304,332,327,304,354.21999999999997,371.7
2305,336,356,298,376.55,405.14
2306,365,362,324,382.19,391.75
2307,368,341,333,403.76,377.36
2308,353,355,306,398.45,419.25
2309,373,346,346,415.2,439.32
2310,357,350,335,408.68,423.2
2311,357,384,330,416.15,405.25
2312,329,313,332,387.43,381.19
2313,359,357,338,425.31,398.79
2314,340,323,305,364.05,370.06
2315,361,331,313,412.74,424.94
2316,390,362,366,411.1,384.18
2317,322,311,296,354.39,361.77
2318,357,339,301,358.9,404.27
2319,330,338,326,366.22,386.29
2320,370,397,385,443.48,402.75
2321,354,376,298,396.36,413.44
2322,365,356,318,421.0,395.51
2323,317,316,318,385.67,362.52
2324,350,374,343,405.4,419.77
2325,372,370,336,386.31,373.45
2326,329,350,328,362.17,413.99
2327,366,362,321,400.66,373.32
2328,330,337,364,413.18,397.74
2329,376,339,366,417.56,374.89
2330,357,365,342,386.4,410.99
2331,355,346,336,378.76,389.04
2332,375,381,330,406.82,448.08
2333,331,326,291,366.26,391.69
2334,367,379,351,416.88,376.62
2335,344,352,297,364.73,392.59
2336,321,345,350,389.17,366.94
2337,348,379,365,392.69,419.41
2338,372,371,327,393.19,379.1
2339,357,368,347,376.29,375.14
2340,368,366,355,387.68,406.9
2341,353,368,341,365.26,411.8
2342,358,332,310,386.41,375.44
2343,332,343,333,376.82,390.45
2344,365,369,363,409.37,450.69
2345,321,318,271,357.52,390.64
2346,356,359,330,396.09999999999997,397.09
2347,329,348,342,367.0,373.6
2348,372,361,338,401.21999999999997,422.51
2349,346,358,327,353.09,346.05
2350,348,350,371,388.44,381.55
2351,344,343,359,402.71,425.22
2352,328,324,301,370.7,379.92
2353,361,353,329,411.76,432.27
2354,344,344,323,399.28,399.38
2355,347,343,323,395.40999999999997,402.52
2356,351,371,378,419.03,426.4
2357,367,380,351,398.36,410.06
2358,354,371,355,371.84,419.96
2359,366,380,323,374.95,361.31
2360,344,342,339,399.28,430.58
2361,374,354,318,400.41,417.04
2362,354,340,331,376.18,376.37
2363,359,352,323,396.18,374.89
2364,376,375,375,436.78000000000003,413.73
2365,358,363,332,423.4,380.95
2366,333,345,297,369.16,370.45
2367,344,330,287,391.24,384.4
2368,351,348,336,398.3,386.9
2369,353,326,336,389.43,381.25
2370,365,366,346,390.46,427.6
2371,384,364,348,403.71,409.85
2372,358,360,299,381.55,381.36
2373,364,369,342,405.14,393.39
2374,346,366,303,377.62,374.01
2375,358,356,342,372.44,366.8
2376,331,336,317,401.41,403.09
2377,375,368,378,414.81,397.84
2378,360,402,354,420.38,441.17
2379,352,374,317,405.5,380.65
2380,348,350,342,366.5,374.88
2381,334,341,307,386.89,366.02
2382,356,368,309,405.54,396.25
2383,359,384,365,393.18,393.04
2384,341,366,369,419.08,368.35
2385,337,325,322,393.77,378.75
2386,346,341,345,354.45,411.7
2387,345,335,295,347.16,360.41
2388,353,345,322,363.34,377.45
2389,361,346,321,389.43,399.96999999999997
2390,377,379,358,400.7,424.93
2391,360,340,317,390.65,413.37
2392,360,340,353,420.92,399.19
2393,353,359,321,380.96999999999997,400.42
2394,349,367,324,392.36,438.94
2395,319,336,319,384.56,390.64
2396,393,366,367,405.27,463.56
2397,330,319,330,369.15,367.88
2398,362,358,354,351.87,393.79
2399,334,353,315,389.35,367.81
2400,369,360,375,409.43,407.02
2401,367,383,325,388.17,380.07
2402,351,358,343,382.31,391.48
2403,376,353,332,348.82,439.49
2404,339,317,325,364.66,365.11
2405,335,340,332,349.08,362.76
2406,323,339,323,360.85,385.99
2407,334,354,334,404.97,395.07
2408,353,356,338,384.6,388.49
2409,342,323,315,407.56,361.04
2410,311,329,260,326.45,329.43
2411,354,347,308,391.58,362.56
2412,378,383,354,421.53,421.3
2413,350,356,326,381.27,394.24
2414,374,371,361,403.09,413.06
2415,342,338,316,385.1,405.29
2416,369,362,337,397.35,401.0
2417,366,360,323,383.81,367.28
2418,368,368,319,428.92,400.62
2419,342,351,336,385.9,372.95
2420,336,336,335,378.59,343.4
2421,369,395,340,409.51,394.25
2422,379,370,367,404.35,433.48
2423,336,319,249,393.8,369.79
2424,361,396,363,402.31,394.06
2425,374,381,346,419.79,413.71
2426,397,391,329,429.1,394.96999999999997
2427,356,384,347,405.3,394.51
2428,337,352,330,385.74,419.14
2429,342,377,337,385.17,392.32
2430,292,331,286,347.45,350.0
2431,371,358,342,389.52,374.8
2432,376,390,366,453.28,459.32
2433,346,394,332,415.63,378.27
2434,389,371,352,398.09,410.56
2435,336,344,343,371.57,375.26
2436,350,373,317,387.39,400.58
2437,361,343,333,395.5,332.69
2438,343,351,343,351.96,395.45
2439,328,342,321,391.29,393.61
2440,347,348,316,374.39,364.64
2441,344,339,294,426.67,369.96
2442,345,338,312,382.56,368.32
2443,325,337,277,354.54,372.44
2444,344,352,314,383.13,388.63
2445,348,360,301,401.91,398.95
2446,375,326,326,369.64,382.29
2447,353,350,344,395.48,408.59
2448,335,358,334,383.73,383.73
2449,330,350,330,371.78000000000003,428.86
2450,360,328,306,415.37,416.62
2451,367,352,361,386.59,384.47
2452,357,346,335,419.09,391.13
2453,366,372,361,405.46999999999997,402.31
2454,338,353,334,389.03000000000003,362.57
2455,312,337,305,348.34000000000003,382.76
2456,364,348,326,403.12,385.53000000000003
2457,366,357,328,410.71,413.48
2458,353,328,300,374.98,385.12
2459,386,343,319,368.23,389.01
2460,332,354,308,374.68,383.47
2461,333,352,331,374.98,388.59
2462,339,367,322,382.91,385.9
2463,376,362,337,387.84,411.56
2464,329,336,328,422.61,420.23
2465,318,328,336,411.2,343.55
2466,376,370,357,380.43,427.68
2467,335,352,317,395.9,360.78
2468,333,338,305,366.06,361.9
2469,355,352,335,399.24,432.93
2470,365,338,377,394.99,414.19
2471,285,332,293,358.82,366.45
2472,358,346,306,379.35,391.42
2473,370,339,326,427.02,414.04
2474,341,340,308,380.0,381.98
2475,355,375,324,357.32,386.9
2476,336,350,330,391.31,410.44
2477,323,312,353,392.1,394.44
2478,314,327,293,348.67,356.35
2479,361,352,328,354.11,395.58
2480,330,341,336,410.39,379.93
2481,335,345,319,387.14,387.65
2482,383,387,356,389.0,415.0
2483,354,324,358,388.28,376.95
2484,335,355,315,401.91,344.96
2485,371,393,310,397.65999999999997,390.66
2486,319,341,335,343.46,393.09
2487,356,396,326,412.04,398.18
2488,359,355,331,406.04,388.35
2489,344,363,317,406.96,416.18
2490,330,335,300,374.05,379.71
2491,368,354,323,386.51,406.08
2492,389,365,303,414.54,394.39
2493,335,354,334,381.6,372.5
2494,355,352,332,417.92,394.38
2495,366,391,353,364.88,404.43
2496,374,377,388,405.23,408.6
2497,359,344,324,390.52,387.52
2498,346,360,348,395.35,360.65
2499,349,349,339,372.34,392.35
2500,362,340,311,364.79,390.25
2501,344,331,322,384.64,394.2
2502,340,354,339,397.69,382.02
2503,354,343,322,382.13,397.12
2504,324,331,346,369.7,386.34
2505,339,352,322,415.94,381.86
2506,329,360,336,395.73,407.71
2507,384,374,366,407.17,418.39
2508,370,346,330,396.12,424.09
2509,351,373,346,422.86,375.53
2510,340,330,323,365.38,403.75
2511,369,358,334,391.78,424.84000000000003
2512,365,336,296,380.21,403.22
2513,363,350,329,393.88,395.69
2514,341,340,281,394.56,350.69
2515,339,378,350,407.46,434.34
2516,349,368,343,398.48,390.27
2517,354,367,340,404.61,378.47
2518,377,402,351,431.33,417.13
2519,338,351,332,341.31,405.52
2520,332,353,333,393.34,399.59
2521,339,346,306,387.11,392.15
2522,361,371,326,400.9,379.93
2523,337,336,311,339.71,414.55
2524,351,342,335,373.0,408.4
2525,344,356,308,406.13,369.95
2526,351,375,369,402.85,401.62
2527,340,342,314,407.72,385.86
2528,357,364,320,425.68,395.83
2529,362,339,305,380.24,408.29
2530,302,336,293,382.82,365.82
2531,359,384,327,393.45,387.39
2532,378,387,362,433.61,393.13
2533,306,356,346,386.22,379.77
2534,380,366,337,404.54,402.07
2535,329,344,303,376.86,373.34
2536,380,338,336,385.38,410.73
2537,372,357,342,363.44,393.38
2538,365,355,319,379.79,420.64
2539,321,359,294,363.99,398.04
2540,370,354,342,385.46,420.21
2541,349,361,317,372.96,423.27
2542,351,355,345,406.39,408.15
2543,362,352,335,374.0,373.48
2544,345,356,345,366.5,374.03
2545,334,355,309,414.51,397.28000000000003
2546,312,334,307,358.71,367.53
2547,358,363,328,432.71,436.99
2548,374,320,326,402.15,391.92
2549,393,393,355,403.01,433.62
2550,352,326,305,372.6,358.45
2551,364,386,314,400.97,392.12
2552,367,370,312,413.26,364.44
2553,377,368,354,447.45,400.67
2554,401,366,368,421.31,432.51
2555,320,336,313,383.75,403.53
2556,354,339,332,396.2,384.13
2557,315,364,311,350.37,405.67
2558,346,361,301,396.98,395.59000000000003
2559,380,378,359,422.46999999999997,426.06
2560,349,333,300,379.78000000000003,386.83
2561,332,308,289,403.43,378.73
2562,332,312,330,373.8,362.43
2563,347,364,352,385.01,390.04
2564,371,374,313,380.34,425.82
2565,314,359,297,344.26,385.56
2566,374,354,339,406.64,423.9
2567,346,359,295,365.84,392.06
2568,348,360,345,402.24,387.48
2569,350,343,350,372.75,353.35
2570,334,353,311,374.26,396.82
2571,334,345,348,383.44,370.28000000000003
2572,343,353,317,387.86,397.92
2573,338,342,314,383.48,367.31
2574,345,356,361,404.02,416.98
2575,342,312,286,378.9,363.79
2576,351,363,320,381.94,410.56
2577,362,398,355,438.43,401.3
2578,291,353,307,354.03000000000003,381.67
2579,352,364,310,386.5,408.94
2580,340,377,325,407.27,412.26
2581,346,354,295,370.21,386.07
2582,350,346,309,377.86,373.84
2583,370,369,340,370.27,367.07
2584,353,324,293,411.02,364.95
2585,358,350,300,375.06,341.98
2586,346,382,335,403.76,448.41
2587,352,370,298,393.87,412.96
2588,354,365,337,400.83,366.67
2589,346,375,359,378.59,424.19
2590,333,355,309,360.78,370.49
