id_usuario,ubicacion,basura_papel,basura_plastico,basura_resto,basura_organico,basura_cristal,no_recicla,edad,genero,estado_civil,hijos,tipo_vivienda,nivel_estudios,profesion
1521,0,0,1,1,0,0,0,21,0,0,0,0,4,2
1522,0,1,1,0,1,0,0,25,0,0,0,1,3,23
1523,0,0,1,1,1,0,0,26,0,0,0,0,5,5
1524,0,0,1,0,0,0,0,18,1,0,0,0,2,10
1525,0,0,1,0,0,1,0,25,0,0,0,0,5,5
1526,0,1,0,0,1,0,0,70,0,1,1,0,4,5
1527,0,1,1,1,0,0,0,42,1,2,0,1,2,5
1528,0,1,1,0,0,0,0,20,1,0,0,1,5,6
1529,0,1,1,1,0,1,0,23,1,0,0,0,4,13
1530,0,1,1,0,1,1,0,20,0,0,0,0,2,8
1531,0,1,1,0,0,1,0,21,1,0,0,3,6,7
1532,0,0,1,1,1,1,0,27,1,0,0,0,5,7
1533,0,1,1,1,0,0,0,23,1,0,0,3,3,14
1534,0,0,1,0,1,0,0,21,1,0,0,0,5,13
1535,0,1,1,0,0,1,0,22,0,0,0,1,5,1
1536,0,1,1,0,0,0,0,20,0,0,0,0,4,10
1537,0,1,1,0,1,0,0,22,0,0,0,0,3,4
1538,0,1,0,0,0,0,0,18,1,0,0,0,3,13
1539,0,1,1,1,0,1,0,29,1,0,0,0,5,16
1540,0,0,0,0,0,0,1,31,0,2,1,0,2,5
1541,0,1,1,1,0,1,0,22,0,0,0,1,4,6
1542,0,0,1,1,0,1,0,52,0,0,0,0,4,19
1543,0,0,1,0,1,0,0,69,0,1,2,0,5,11
1544,0,1,1,1,0,0,0,20,0,0,0,0,5,15
1545,0,1,1,0,0,0,0,40,1,0,0,0,2,15
1546,0,1,1,1,0,0,0,29,1,0,0,0,5,9
1547,0,1,1,0,0,1,0,23,1,0,0,2,4,5
1548,0,1,1,1,0,0,0,20,0,0,0,0,4,15
1549,0,1,0,1,1,0,0,72,0,3,4,3,4,3
1550,0,1,1,0,1,0,0,31,0,0,0,0,4,1
1551,0,0,0,0,1,1,0,21,0,0,0,2,0,3
1552,0,0,0,0,0,0,1,43,1,2,0,0,4,19
1553,0,1,1,0,0,1,0,54,0,0,0,0,5,0
1554,0,1,1,1,1,0,0,73,1,1,4,0,0,7
1555,0,1,1,1,0,1,0,30,1,2,0,0,0,16
1556,0,1,1,0,1,0,0,74,0,2,2,1,3,18
1557,0,1,1,0,0,0,0,55,0,0,0,0,5,17
1558,0,1,1,0,0,0,0,26,1,0,0,0,5,8
1559,0,0,0,0,1,0,0,43,0,0,0,2,5,12
1560,0,1,0,0,0,1,0,31,0,2,1,0,6,10
1561,0,1,1,0,1,0,0,23,1,0,0,0,1,16
1562,0,1,1,0,1,0,0,72,0,1,2,0,0,18
1563,0,1,0,0,0,0,0,28,0,0,0,0,3,1
1564,0,0,1,0,1,1,0,21,1,0,0,0,2,17
1565,0,1,0,0,0,1,0,75,1,3,3,0,7,5
1566,0,1,1,0,1,0,0,27,0,0,0,0,3,0
1567,0,1,1,1,0,1,0,60,1,2,1,0,4,12
1568,0,0,1,1,0,1,0,29,0,0,0,0,0,9
1569,0,1,1,1,1,1,0,25,0,0,0,1,4,14
1570,0,1,1,0,1,0,0,36,0,0,0,0,4,0
1571,0,1,1,0,0,0,0,62,0,3,0,0,4,9
1572,0,1,0,1,1,0,0,33,1,0,0,0,5,5
1573,0,1,1,0,1,0,0,33,0,0,0,0,0,18
1574,0,1,1,0,1,0,0,31,0,0,0,0,4,19
1575,0,1,1,0,0,0,0,19,0,0,0,1,4,3
1576,0,1,1,1,0,0,0,28,1,0,0,0,6,11
1577,0,1,1,0,0,0,0,22,0,0,0,0,4,15
1578,0,1,0,0,1,0,0,23,1,0,0,0,5,11
1579,0,1,1,0,1,0,0,65,1,2,1,0,4,22
1580,0,0,1,1,1,1,0,26,1,0,0,0,1,11
1581,0,1,0,0,0,0,0,31,1,0,0,0,4,22
1582,0,0,1,0,0,0,0,51,1,0,0,1,5,14
1583,0,1,1,0,0,0,0,23,1,0,0,0,2,0
1584,0,1,1,0,0,1,0,63,0,2,0,0,5,5
1585,0,1,1,1,0,0,0,33,1,2,2,0,4,9
1586,0,0,1,0,0,0,0,39,0,2,2,1,5,0
1587,0,0,0,0,0,0,1,19,1,0,0,0,4,17
1588,0,1,0,1,1,1,0,34,0,0,0,0,3,10
1589,0,0,1,1,1,1,0,56,1,0,0,0,4,20
1590,0,1,1,1,1,1,0,28,0,0,0,0,6,6
1591,0,1,0,1,1,0,0,25,1,0,0,0,7,11
1592,0,1,1,0,0,1,0,32,1,0,0,0,1,11
1593,0,1,0,1,0,0,0,20,1,0,0,0,5,16
1594,0,1,1,0,1,0,0,29,1,0,0,0,4,1
1595,0,0,0,0,0,0,1,21,1,0,0,1,4,17
1596,0,1,0,0,1,0,0,31,0,2,1,1,5,12
1597,0,1,0,0,0,0,0,50,1,2,0,1,2,13
1598,0,1,1,0,1,0,0,38,0,2,0,1,5,6
1599,0,1,1,0,1,0,0,29,1,0,0,0,5,5
1600,0,1,1,1,0,0,0,40,1,0,0,0,5,17
1601,0,1,1,1,1,0,0,26,1,0,0,3,5,6
1602,0,1,0,0,0,0,0,42,1,2,0,0,1,23
1603,0,1,1,0,0,0,0,28,0,0,0,0,2,23
1604,0,1,0,1,1,0,0,58,1,2,2,0,4,10
1605,0,1,0,0,0,1,0,59,1,0,0,0,6,9
1606,0,1,1,0,0,0,0,28,0,0,0,3,5,1
1607,0,1,1,0,1,0,0,29,0,0,0,1,1,3
1608,0,1,1,0,0,1,0,22,1,0,0,0,3,15
1609,0,0,1,0,0,0,0,78,0,1,1,3,0,9
1610,0,0,1,1,1,0,0,26,0,0,0,0,5,11
1611,0,0,1,0,1,1,0,25,1,0,0,0,4,10
1612,0,1,1,0,1,0,0,27,0,0,0,0,5,14
1613,0,1,0,0,1,1,0,28,1,0,0,1,5,5
1614,0,1,1,0,1,1,0,22,0,0,0,0,1,8
1615,0,1,0,0,0,0,0,23,0,0,0,3,3,2
1616,0,1,0,0,1,0,0,26,0,0,0,0,5,6
1617,0,1,1,1,0,0,0,56,1,0,0,1,3,2
1618,0,1,0,0,0,0,0,27,0,0,0,0,7,4
1619,0,0,1,0,0,0,0,26,0,0,0,0,3,12
1620,0,0,1,0,0,0,0,18,0,0,0,0,4,11
1621,0,1,0,0,0,0,0,23,1,0,0,0,4,10
1622,0,1,1,1,0,0,0,20,0,0,0,1,4,11
1623,0,0,1,1,1,0,0,26,0,0,0,0,2,0
1624,0,1,1,0,0,0,0,43,0,0,0,0,5,6
1625,0,1,1,0,1,0,0,21,1,0,0,0,1,14
1626,0,1,1,1,0,0,0,20,0,0,0,0,4,12
1627,0,1,1,1,1,0,0,48,1,2,0,0,4,22
1628,0,1,1,0,0,0,0,31,1,0,0,3,3,10
1629,0,0,1,0,0,0,0,21,0,0,0,0,3,17
1630,0,1,1,0,0,0,0,63,0,2,2,0,5,17
1631,0,0,1,0,0,0,0,33,1,0,0,0,6,1
1632,0,1,1,0,1,0,0,33,1,2,0,1,4,1
1633,0,0,1,1,0,1,0,33,1,0,0,0,5,16
1634,0,1,1,1,0,0,0,24,0,0,0,0,3,11
1635,0,1,1,1,0,1,0,18,0,0,0,0,0,9
1636,0,0,1,1,0,0,0,29,0,0,0,0,5,18
1637,0,0,1,0,0,0,0,29,1,0,0,1,5,2
1638,0,0,1,0,1,1,0,76,1,2,0,0,4,5
1639,0,1,0,0,1,0,0,31,1,2,0,0,5,4
1640,0,0,1,1,1,1,0,30,1,0,0,0,1,12
1641,0,1,0,0,0,0,0,32,1,2,1,1,1,12
1642,0,1,1,0,1,0,0,32,1,0,0,0,3,14
1643,0,1,1,0,0,0,0,30,0,2,2,0,1,17
1644,0,1,1,1,0,0,0,73,0,2,1,0,3,15
1645,0,1,0,0,0,1,0,37,0,2,1,1,4,0
1646,0,1,1,0,0,0,0,28,1,0,0,0,4,17
1647,0,1,1,1,0,0,0,24,0,0,0,0,5,7
1648,0,1,1,1,0,0,0,30,0,0,0,1,3,13
1649,0,1,1,0,0,0,0,28,1,0,0,0,0,23
1650,0,1,1,0,0,0,0,34,0,0,0,0,5,8
1651,0,0,0,1,1,0,0,34,0,0,0,0,4,7
1652,0,1,1,0,0,1,0,23,1,0,0,0,5,18
1653,0,1,1,1,0,1,0,60,1,2,2,0,4,1
1654,0,0,1,1,1,0,0,32,1,2,0,0,3,13
1655,0,1,1,1,0,1,0,22,0,0,0,0,4,14
1656,0,0,0,1,1,1,0,50,0,2,0,0,6,5
1657,0,1,1,0,0,0,0,18,0,0,0,0,3,7
1658,0,1,1,0,1,0,0,33,1,2,0,3,4,20
1659,0,1,1,0,1,0,0,22,1,0,0,0,4,5
1660,0,1,0,1,1,0,0,46,1,0,0,0,5,5
1661,0,1,1,1,0,0,0,34,0,0,0,0,3,15
1662,0,1,1,0,1,0,0,51,0,2,0,2,7,9
1663,0,0,1,0,0,0,0,31,0,2,0,0,4,16
1664,0,0,1,0,0,0,0,48,0,0,0,0,4,15
1665,0,0,1,0,0,0,0,18,0,0,0,1,2,12
1666,0,0,1,1,0,0,0,21,0,0,0,3,4,18
1667,0,1,1,1,0,0,0,24,1,0,0,0,0,6
1668,0,0,0,0,0,1,0,33,0,0,0,0,0,14
1669,0,1,1,0,1,1,0,34,1,0,0,2,3,9
1670,0,1,1,0,0,0,0,49,1,0,0,1,5,4
1671,0,1,1,0,1,1,0,31,0,0,0,1,4,12
1672,0,1,1,0,0,0,0,21,1,0,0,0,5,15
1673,0,1,1,0,0,0,0,30,0,0,0,3,2,13
1674,0,0,1,0,0,0,0,19,1,0,0,0,5,8
1675,0,1,1,0,1,0,0,33,0,0,0,1,5,8
1676,0,1,1,0,1,0,0,18,0,0,0,0,2,13
1677,0,1,1,1,1,0,0,77,0,2,0,0,0,21
1678,0,0,1,1,0,0,0,34,0,2,2,0,3,13
1679,0,1,0,0,0,0,0,32,1,0,0,0,4,14
1680,0,1,1,1,1,0,0,21,0,0,0,0,5,0
1681,0,0,1,0,0,0,0,29,0,0,0,0,4,1
1682,0,1,1,1,0,0,0,31,0,0,0,0,3,0
1683,0,1,1,0,0,0,0,48,1,0,0,0,6,11
1684,0,1,1,1,0,1,0,34,1,0,0,0,4,3
1685,0,0,1,0,0,0,0,32,0,0,0,0,5,23
1686,0,1,1,0,0,0,0,45,1,2,1,1,3,16
1687,0,1,0,0,1,1,0,51,1,0,0,0,4,7
1688,0,0,1,1,0,0,0,51,1,0,0,0,7,1
1689,0,1,1,1,0,0,0,56,1,0,0,0,5,23
1690,0,1,1,1,0,0,0,27,0,0,0,0,4,12
1691,0,1,1,1,1,1,0,26,1,0,0,0,7,3
1692,0,1,0,0,1,0,0,33,1,0,0,0,4,14
1693,0,1,1,1,1,1,0,31,0,0,0,0,4,7
1694,0,1,1,1,1,0,0,26,1,0,0,0,6,15
1695,0,1,0,1,1,1,0,59,1,0,0,3,0,2
1696,0,1,1,1,1,0,0,65,1,2,0,0,5,0
1697,0,0,1,0,0,0,0,22,1,0,0,0,2,16
1698,0,0,1,1,0,1,0,18,0,0,0,0,4,5
1699,0,1,1,0,0,1,0,66,0,1,1,0,5,5
1700,0,1,1,0,0,1,0,53,1,2,0,1,2,7
1701,0,1,0,0,1,0,0,19,1,0,0,0,4,14
1702,0,1,1,0,1,0,0,28,0,0,0,0,4,19
1703,0,0,1,1,0,0,0,59,0,0,0,0,4,2
1704,0,1,0,1,0,0,0,39,1,2,2,0,4,4
1705,0,1,0,0,1,0,0,29,0,0,0,0,5,11
1706,0,1,1,0,0,1,0,26,1,0,0,2,3,10
1707,0,0,1,0,0,1,0,27,0,0,0,1,5,6
1708,0,0,0,0,0,1,0,34,0,2,2,0,0,10
1709,0,1,1,0,0,0,0,62,0,3,3,0,2,10
1710,0,1,0,1,0,1,0,23,0,0,0,0,1,10
1711,0,1,1,0,0,0,0,23,1,0,0,0,3,23
1712,0,1,1,1,1,0,0,79,1,1,0,0,4,15
1713,0,1,1,1,0,0,0,43,0,2,1,0,2,4
1714,0,1,1,0,0,0,0,74,1,1,3,0,2,4
1715,0,1,1,0,1,0,0,55,0,0,0,0,4,12
1716,0,0,1,1,0,0,0,52,0,0,0,0,0,14
1717,0,1,0,1,1,0,0,27,0,0,0,0,4,4
1718,0,0,1,1,0,1,0,24,0,0,0,0,3,0
1719,0,1,1,0,0,1,0,23,1,0,0,0,4,13
1720,0,1,1,1,0,1,0,24,1,0,0,2,1,11
1721,0,1,1,0,0,0,0,18,1,0,0,3,3,1
1722,0,1,1,0,0,0,0,30,0,0,0,1,4,22
1723,0,1,1,1,0,0,0,32,0,0,0,1,3,7
1724,0,1,0,1,0,0,0,30,1,0,0,2,3,18
1725,0,1,1,0,0,0,0,27,0,0,0,1,0,18
1726,0,1,1,0,1,0,0,55,1,2,1,0,3,11
1727,0,1,1,0,0,0,0,33,1,2,2,1,3,23
1728,0,0,1,1,0,1,0,25,0,0,0,1,5,9
1729,0,0,1,0,0,1,0,21,0,0,0,0,6,6
1730,0,1,1,0,0,0,0,39,1,0,0,2,5,12
1731,0,1,1,1,0,1,0,28,1,0,0,0,4,13
1732,0,1,0,1,1,0,0,19,1,0,0,0,0,23
1733,0,1,1,0,0,0,0,78,1,3,0,1,3,10
1734,0,1,1,0,1,1,0,24,0,0,0,0,4,0
1735,0,0,1,0,0,0,0,20,1,0,0,2,5,17
1736,0,1,1,0,0,0,0,26,1,0,0,0,7,1
1737,0,1,0,0,0,0,0,52,1,0,0,0,4,10
1738,0,1,0,0,0,0,0,19,1,0,0,0,5,2
1739,0,1,1,1,1,0,0,57,0,0,0,0,3,3
1740,0,1,1,0,1,0,0,19,0,0,0,0,4,14
1741,0,1,1,0,0,0,0,33,1,0,0,0,5,14
1742,0,1,1,0,0,0,0,28,1,0,0,0,6,10
1743,0,1,1,0,0,0,0,78,1,3,1,0,5,6
1744,0,0,1,1,0,0,0,21,0,0,0,3,4,13
1745,0,0,1,1,0,0,0,60,0,2,0,0,5,17
1746,0,1,1,0,1,0,0,35,0,2,2,0,6,12
1747,0,0,1,1,0,1,0,34,1,2,0,0,2,17
1748,0,1,1,0,0,1,0,43,1,0,0,0,4,13
1749,0,1,1,0,0,0,0,33,0,2,0,3,4,20
1750,0,1,1,0,0,0,0,26,1,0,0,0,4,19
1751,0,1,1,1,0,0,0,34,0,0,0,0,5,14
1752,0,1,1,0,0,1,0,54,1,0,0,1,7,14
1753,0,1,1,0,0,0,0,33,0,0,0,1,4,20
1754,0,0,1,0,0,0,0,79,1,2,1,1,3,5
1755,0,1,1,0,0,0,0,30,0,0,0,0,5,1
1756,0,1,1,1,0,0,0,22,1,0,0,0,2,0
1757,0,0,1,1,0,1,0,64,0,3,4,0,4,1
1758,0,1,1,0,1,0,0,36,1,2,2,2,6,3
1759,0,1,1,0,0,0,0,45,0,0,0,0,4,12
1760,0,1,1,1,1,1,0,20,1,0,0,0,5,6
1761,0,1,1,1,1,0,0,46,1,2,1,0,4,13
1762,0,0,0,1,1,0,0,34,0,0,0,3,5,6
1763,0,1,1,1,1,0,0,51,0,0,0,1,4,11
1764,0,1,0,0,1,0,0,24,1,0,0,0,7,14
1765,0,1,1,0,1,1,0,74,0,2,1,0,2,7
1766,0,1,1,0,0,0,0,30,1,0,0,0,3,13
1767,0,1,1,0,0,0,0,32,1,0,0,0,3,9
1768,0,1,1,0,0,0,0,28,1,0,0,0,5,11
1769,0,1,1,1,0,0,0,25,0,0,0,0,6,15
1770,0,0,0,0,0,0,1,31,0,2,2,0,4,6
1771,0,1,1,0,1,0,0,19,1,0,0,0,5,5
1772,0,1,1,0,1,0,0,80,0,2,0,0,5,7
1773,0,1,1,0,0,1,0,22,1,0,0,0,4,9
1774,0,1,0,0,0,0,0,24,0,0,0,0,5,0
1775,0,1,1,1,0,0,0,29,1,0,0,1,4,16
1776,0,1,1,0,0,0,0,56,0,2,1,0,2,4
1777,0,1,1,0,0,1,0,63,1,2,0,0,3,1
1778,0,0,1,1,1,1,0,66,1,3,4,1,4,12
1779,0,1,1,0,0,1,0,23,1,0,0,3,5,6
1780,0,1,1,1,0,1,0,25,1,0,0,0,2,14
1781,0,0,1,0,0,0,0,27,1,0,0,0,4,15
1782,0,1,0,0,0,0,0,30,1,0,0,0,5,5
1783,0,1,1,0,0,0,0,23,1,0,0,0,5,13
1784,0,0,1,0,0,0,0,23,1,0,0,0,2,0
1785,0,1,1,1,0,0,0,31,1,2,0,0,4,22
1786,0,1,0,1,1,1,0,24,0,0,0,2,2,3
1787,0,0,0,1,0,0,0,26,1,0,0,0,6,0
1788,0,1,0,0,0,1,0,18,1,0,0,0,5,14
1789,0,0,1,0,1,0,0,31,0,0,0,0,0,7
1790,0,1,0,0,0,0,0,35,0,0,0,0,3,14
1791,0,1,0,0,0,0,0,27,0,0,0,0,5,4
1792,0,1,1,0,0,0,0,50,1,2,1,1,2,15
1793,0,1,1,1,0,1,0,27,1,0,0,0,4,4
1794,0,1,1,1,1,0,0,27,0,0,0,0,7,8
1795,0,1,0,1,1,0,0,27,0,0,0,0,4,6
1796,0,1,1,0,0,0,0,27,1,0,0,1,6,8
1797,0,1,1,1,1,0,0,28,1,0,0,0,3,23
1798,0,1,0,0,0,0,0,29,1,0,0,1,4,4
1799,0,1,1,0,1,0,0,24,0,0,0,1,4,14
1800,0,1,1,1,1,0,0,32,0,2,0,0,3,13
1801,0,1,1,1,0,0,0,24,1,0,0,0,4,12
1802,0,1,1,0,1,1,0,56,0,0,0,0,4,0
1803,0,1,1,1,1,0,0,29,0,0,0,0,5,23
1804,0,1,1,0,1,0,0,22,0,0,0,0,6,14
1805,0,0,1,0,1,0,0,80,0,2,2,0,6,18
1806,0,1,1,1,0,0,0,66,0,2,1,0,2,0
1807,0,0,1,0,1,0,0,24,1,0,0,1,1,4
1808,0,1,1,0,0,1,0,54,1,0,0,0,4,23
1809,0,1,1,0,0,1,0,19,1,0,0,0,0,6
1810,0,1,0,1,0,0,0,69,0,1,4,1,4,10
1811,0,1,1,0,1,1,0,19,1,0,0,0,5,2
1812,0,1,1,0,0,0,0,19,1,0,0,0,1,12
1813,0,1,1,0,0,0,0,19,1,0,0,0,5,7
1814,0,1,0,0,0,1,0,60,0,2,1,2,5,5
1815,0,1,1,0,1,0,0,29,1,0,0,0,4,23
1816,0,1,1,0,0,1,0,62,0,1,0,0,5,7
1817,0,1,1,1,0,0,0,33,1,0,0,0,2,6
1818,0,1,0,0,0,0,0,36,0,2,0,0,3,8
1819,0,1,0,1,1,0,0,18,1,0,0,0,5,18
1820,0,1,1,0,1,0,0,29,1,0,0,3,0,0
1821,0,1,1,1,1,0,0,23,1,0,0,1,5,1
1822,0,1,1,1,0,0,0,18,1,0,0,0,5,7
1823,0,1,0,1,0,0,0,34,1,0,0,0,5,10
1824,0,0,1,0,0,1,0,37,0,2,0,0,0,10
1825,0,1,0,1,0,0,0,23,0,0,0,0,2,0
1826,0,1,1,0,1,0,0,33,0,0,0,0,5,13
1827,0,1,0,1,1,0,0,72,1,1,0,1,6,6
1828,0,1,1,0,1,1,0,33,0,2,1,0,5,17
1829,0,1,0,0,0,1,0,71,0,2,0,2,2,6
1830,0,1,0,1,1,0,0,31,0,2,1,0,4,11
1831,0,1,0,0,0,0,0,32,0,0,0,0,3,14
1832,0,1,1,1,1,0,0,20,1,0,0,2,6,23
1833,0,1,1,0,0,0,0,30,1,2,2,1,4,5
1834,0,1,1,1,1,0,0,27,0,0,0,0,1,18
1835,0,1,1,0,0,0,0,19,1,0,0,0,4,4
1836,0,0,1,0,0,0,0,18,1,0,0,0,4,16
1837,0,1,1,0,1,1,0,26,0,0,0,0,3,1
1838,0,1,1,0,0,1,0,21,0,0,0,0,6,8
1839,0,1,1,1,0,0,0,18,0,0,0,0,4,2
1840,0,1,0,0,1,1,0,34,1,2,1,0,3,10
1841,0,1,1,0,0,0,0,69,0,1,3,0,6,18
1842,0,0,0,1,1,0,0,58,0,2,0,0,4,2
1843,0,1,1,0,0,1,0,62,0,3,1,3,5,6
1844,0,1,1,0,1,0,0,57,0,0,0,0,1,15
1845,0,1,1,1,0,0,0,30,0,0,0,0,2,15
1846,0,1,1,0,1,0,0,38,1,0,0,0,4,19
1847,0,1,1,1,1,1,0,21,0,0,0,3,5,10
1848,0,1,1,0,0,0,0,25,0,0,0,0,5,15
1849,0,1,1,0,0,0,0,29,1,0,0,3,5,6
1850,0,0,1,0,0,1,0,52,0,0,0,0,1,18
1851,0,0,0,0,0,0,1,32,1,0,0,0,4,10
1852,0,1,0,0,0,0,0,22,0,0,0,1,4,6
1853,0,1,1,0,1,0,0,33,0,0,0,0,5,10
1854,0,1,1,0,0,1,0,40,0,0,0,0,4,17
1855,0,1,1,1,0,1,0,24,1,0,0,1,4,7
1856,0,1,1,0,0,0,0,20,1,0,0,1,5,1
1857,0,1,0,1,0,0,0,66,0,2,1,0,3,8
1858,0,1,1,0,0,1,0,71,1,1,3,3,3,11
1859,0,1,0,1,0,0,0,27,0,0,0,0,4,7
1860,0,1,1,0,1,0,0,62,0,1,0,1,5,10
1861,0,0,1,1,1,1,0,33,0,2,2,1,5,7
1862,0,0,1,0,0,1,0,21,0,0,0,1,4,23
1863,0,1,0,1,1,1,0,30,0,2,0,1,3,17
1864,0,0,1,0,0,0,0,32,0,0,0,0,5,0
1865,0,1,1,0,1,0,0,30,1,0,0,0,4,18
1866,0,1,0,0,1,0,0,21,0,0,0,0,3,9
1867,0,1,1,1,0,0,0,29,1,0,0,2,4,23
1868,0,1,1,1,0,0,0,61,1,1,2,1,5,15
1869,0,1,1,0,1,0,0,20,0,0,0,0,4,20
1870,0,1,1,1,0,1,0,67,1,3,0,0,5,12
1871,0,1,1,1,1,0,0,33,0,2,1,0,1,18
1872,0,0,1,0,1,1,0,58,0,0,0,0,3,6
1873,0,1,0,1,0,0,0,28,1,0,0,0,2,11
1874,0,0,1,0,0,0,0,69,0,3,4,0,4,23
1875,0,1,1,0,0,0,0,78,1,2,0,0,4,9
1876,0,1,1,0,0,0,0,30,0,2,0,0,7,2
1877,0,1,1,0,0,0,0,41,1,0,0,3,7,14
1878,0,1,1,0,1,0,0,20,1,0,0,0,1,7
1879,0,1,1,1,0,0,0,64,0,2,0,1,3,2
1880,0,1,1,1,0,0,0,26,1,0,0,0,2,13
1881,0,1,1,0,1,0,0,73,0,1,4,2,2,0
1882,0,1,1,1,1,1,0,53,1,2,2,3,2,13
1883,0,1,1,0,0,0,0,18,0,0,0,0,1,21
1884,0,1,1,1,0,0,0,66,0,3,3,1,5,10
1885,0,1,1,1,1,1,0,38,1,0,0,0,4,8
1886,0,1,1,1,1,0,0,31,0,0,0,1,0,16
1887,0,0,1,0,1,0,0,38,1,0,0,0,7,1
1888,0,1,1,1,0,0,0,18,1,0,0,0,4,0
1889,0,1,1,1,0,0,0,41,0,0,0,0,6,9
1890,0,1,0,0,0,0,0,24,1,0,0,0,5,2
1891,0,1,1,0,0,0,0,22,1,0,0,0,1,5
1892,0,1,1,1,0,1,0,25,0,0,0,0,3,12
1893,0,1,1,1,0,0,0,28,1,0,0,1,4,2
1894,0,0,0,1,1,1,0,35,0,2,2,0,3,9
1895,0,0,0,0,1,1,0,30,0,2,2,0,1,17
1896,0,1,1,1,0,0,0,33,0,0,0,2,1,18
1897,0,1,1,0,0,0,0,44,1,0,0,0,7,3
1898,0,1,0,1,1,0,0,34,0,0,0,2,5,16
1899,0,1,1,0,1,0,0,18,0,0,0,3,5,9
1900,0,1,1,0,0,1,0,40,1,2,0,1,6,3
1901,0,0,1,0,1,0,0,24,1,0,0,2,4,16
1902,0,1,0,0,0,0,0,36,0,2,1,0,4,19
1903,0,1,1,0,0,0,0,28,0,0,0,0,3,14
1904,0,1,0,0,1,1,0,34,1,2,0,0,2,10
1905,0,1,1,1,0,0,0,34,0,2,1,0,4,17
1906,0,1,1,0,0,0,0,24,1,0,0,0,3,12
1907,0,0,1,0,0,0,0,32,0,2,2,0,3,10
1908,0,0,1,1,0,1,0,32,0,0,0,0,6,7
1909,0,1,1,1,1,0,0,26,1,0,0,0,5,6
1910,0,0,1,0,1,1,0,32,1,2,2,0,0,4
1911,0,1,1,0,1,0,0,26,0,0,0,0,4,17
1912,0,1,1,0,1,1,0,26,0,0,0,0,2,16
1913,0,1,0,0,1,0,0,30,0,0,0,1,5,8
1914,0,0,1,0,0,0,0,53,1,0,0,0,5,7
1915,0,1,1,0,0,1,0,51,1,2,0,0,4,12
1916,0,1,1,0,1,0,0,25,1,0,0,0,5,2
1917,0,1,1,0,1,1,0,35,1,2,2,0,4,12
1918,0,1,1,0,0,0,0,36,1,2,1,0,0,13
1919,0,1,1,1,1,0,0,23,1,0,0,0,7,9
1920,0,1,1,1,1,0,0,26,0,0,0,3,0,2
1921,0,1,0,0,0,1,0,22,0,0,0,0,4,12
1922,0,1,1,1,1,0,0,24,0,0,0,0,3,8
1923,0,0,0,0,1,0,0,18,0,0,0,0,3,10
1924,0,1,1,1,1,0,0,47,1,0,0,1,5,8
1925,0,1,1,1,0,0,0,27,1,0,0,0,4,18
1926,0,1,1,0,0,0,0,31,1,2,1,0,1,17
1927,0,1,1,0,0,0,0,20,1,0,0,1,3,18
1928,0,1,0,0,0,1,0,60,1,3,1,0,3,0
1929,0,1,1,0,1,0,0,63,0,3,2,1,2,10
1930,0,1,0,1,0,1,0,18,0,0,0,0,1,10
1931,0,1,1,0,0,0,0,47,0,2,1,0,3,16
1932,0,0,1,1,0,1,0,23,0,0,0,3,3,4
1933,0,1,0,1,0,0,0,25,0,0,0,0,4,4
1934,0,1,1,0,1,0,0,20,1,0,0,0,5,10
1935,0,0,1,0,0,0,0,47,1,0,0,0,5,16
1936,0,1,1,1,1,0,0,39,0,2,1,0,4,7
1937,0,0,1,1,1,1,0,28,1,0,0,2,3,2
1938,0,1,0,1,1,0,0,30,0,0,0,0,3,15
1939,0,1,1,0,1,0,0,27,1,0,0,0,4,8
1940,0,1,1,0,0,0,0,26,0,0,0,0,5,8
1941,0,1,1,0,1,0,0,34,0,0,0,0,4,9
1942,0,1,0,1,1,0,0,25,1,0,0,0,1,23
1943,0,1,1,0,0,0,0,32,0,2,0,0,5,6
1944,0,1,1,0,0,0,0,20,0,0,0,1,2,14
1945,0,1,1,1,1,0,0,23,0,0,0,0,5,17
1946,0,1,1,0,0,0,0,41,1,2,1,0,0,8
1947,0,1,1,1,1,1,0,29,1,0,0,0,4,19
1948,0,1,1,0,0,0,0,27,0,0,0,0,5,5
1949,0,1,1,1,0,0,0,28,0,0,0,0,4,4
1950,0,1,1,1,0,0,0,47,1,0,0,0,2,9
1951,0,1,1,0,0,0,0,23,1,0,0,1,0,1
1952,0,1,1,1,1,1,0,25,1,0,0,0,4,3
1953,0,1,0,0,0,1,0,25,0,0,0,0,4,0
1954,0,1,1,1,0,0,0,18,1,0,0,0,4,15
1955,0,1,1,0,0,0,0,75,0,2,1,0,4,16
1956,0,1,1,1,0,1,0,22,0,0,0,0,2,13
1957,0,1,1,0,0,0,0,72,0,1,0,0,4,1
1958,0,1,0,0,0,0,0,40,1,0,0,0,4,16
1959,0,1,1,0,0,1,0,33,1,0,0,0,2,5
1960,0,1,1,1,0,0,0,31,0,0,0,0,3,18
1961,0,1,1,0,0,1,0,33,1,2,1,1,5,9
1962,0,1,1,1,0,0,0,20,0,0,0,0,7,1
1963,0,0,1,0,0,1,0,30,0,0,0,0,5,18
1964,0,1,1,0,1,0,0,26,0,0,0,0,4,22
1965,0,1,1,0,1,1,0,31,1,2,0,0,6,13
1966,0,1,1,1,0,1,0,69,1,2,1,1,1,16
1967,0,0,1,1,1,1,0,68,1,3,3,2,6,8
1968,0,1,1,1,0,0,0,32,1,2,1,0,3,14
